,symbol,actual,predicted,date
262,NOC,506.95001220703125,507.655,2024-11-01 00:00:00+00:00
263,NOC,507.44000244140625,503.84003,2024-11-04 00:00:00+00:00
264,NOC,512.9000244140625,508.6231,2024-11-05 00:00:00+00:00
265,NOC,523.1400146484375,527.58466,2024-11-06 00:00:00+00:00
266,NOC,520.5800170898438,520.07153,2024-11-07 00:00:00+00:00
267,NOC,528.989990234375,523.18713,2024-11-08 00:00:00+00:00
268,NOC,533.7000122070312,536.5099,2024-11-11 00:00:00+00:00
269,NOC,531.3900146484375,537.1561,2024-11-12 00:00:00+00:00
270,NOC,520.4199829101562,527.2519,2024-11-13 00:00:00+00:00
271,NOC,500.3399963378906,515.4199,2024-11-14 00:00:00+00:00
272,NOC,493.989990234375,496.95984,2024-11-15 00:00:00+00:00
273,NOC,488.67999267578125,495.1994,2024-11-18 00:00:00+00:00
274,NOC,491.0199890136719,495.1792,2024-11-19 00:00:00+00:00
275,NOC,491.9800109863281,490.145,2024-11-20 00:00:00+00:00
276,NOC,496.4100036621094,493.4452,2024-11-21 00:00:00+00:00
277,NOC,496.8699951171875,494.46146,2024-11-22 00:00:00+00:00
278,NOC,485.2699890136719,488.36728,2024-11-25 00:00:00+00:00
279,NOC,488.42999267578125,490.20096,2024-11-26 00:00:00+00:00
280,NOW,950.0,970.95856,2024-10-30 00:00:00+00:00
281,NOW,932.989990234375,946.0893,2024-10-31 00:00:00+00:00
282,NOW,943.4099731445312,946.311,2024-11-01 00:00:00+00:00
283,NOW,954.5900268554688,946.311,2024-11-04 00:00:00+00:00
284,NOW,971.0399780273438,968.3321,2024-11-05 00:00:00+00:00
285,NOW,994.47998046875,1039.7474,2024-11-06 00:00:00+00:00
286,NOW,1015.280029296875,1039.7474,2024-11-07 00:00:00+00:00
287,NOW,1008.0800170898438,1041.5757,2024-11-08 00:00:00+00:00
288,NOW,1036.010009765625,1039.7474,2024-11-11 00:00:00+00:00
289,NOW,1048.2900390625,1039.7474,2024-11-12 00:00:00+00:00
290,NOW,1045.550048828125,1039.6631,2024-11-13 00:00:00+00:00
291,NOW,1039.800048828125,1038.3926,2024-11-14 00:00:00+00:00
292,NOW,1011.3900146484375,1031.3267,2024-11-15 00:00:00+00:00
293,NOW,1005.3400268554688,1020.9578,2024-11-18 00:00:00+00:00
294,NOW,1022.0999755859375,1026.3038,2024-11-19 00:00:00+00:00
295,NOW,1022.97998046875,1036.1709,2024-11-20 00:00:00+00:00
296,NOW,1047.050048828125,1038.5883,2024-11-21 00:00:00+00:00
297,NOW,1060.5999755859375,1032.4916,2024-11-22 00:00:00+00:00
298,NOW,1052.7099609375,1023.59973,2024-11-25 00:00:00+00:00
299,NOW,1070.0699462890625,1027.6372,2024-11-26 00:00:00+00:00
300,CAT,379.239990234375,387.23615,2024-10-30 00:00:00+00:00
301,CAT,376.20001220703125,375.14368,2024-10-31 00:00:00+00:00
302,CAT,379.6300048828125,377.83655,2024-11-01 00:00:00+00:00
303,CAT,376.5199890136719,377.75125,2024-11-04 00:00:00+00:00
304,CAT,383.3699951171875,379.87918,2024-11-05 00:00:00+00:00
305,CAT,416.8800048828125,405.55197,2024-11-06 00:00:00+00:00
306,CAT,408.2099914550781,407.63367,2024-11-07 00:00:00+00:00
307,CAT,393.3699951171875,405.073,2024-11-08 00:00:00+00:00
308,CAT,396.5400085449219,408.15396,2024-11-11 00:00:00+00:00
309,CAT,393.010009765625,391.08548,2024-11-12 00:00:00+00:00
310,CAT,387.07000732421875,386.5041,2024-11-13 00:00:00+00:00
311,CAT,387.3599853515625,383.42902,2024-11-14 00:00:00+00:00
312,CAT,384.07000732421875,386.79605,2024-11-15 00:00:00+00:00
313,CAT,384.4599914550781,379.56516,2024-11-18 00:00:00+00:00
314,CAT,382.3299865722656,379.68423,2024-11-19 00:00:00+00:00
315,CAT,381.5,381.34048,2024-11-20 00:00:00+00:00
316,CAT,389.5899963378906,392.53485,2024-11-21 00:00:00+00:00
317,CAT,397.489990234375,392.74066,2024-11-22 00:00:00+00:00
318,CAT,405.6499938964844,407.61246,2024-11-25 00:00:00+00:00
319,CAT,407.8299865722656,406.92795,2024-11-26 00:00:00+00:00
320,SPY,580.010009765625,581.0059,2024-10-30 00:00:00+00:00
321,SPY,568.6400146484375,574.44,2024-10-31 00:00:00+00:00
322,SPY,571.0399780273438,573.1859,2024-11-01 00:00:00+00:00
323,SPY,569.8099975585938,569.9294,2024-11-04 00:00:00+00:00
324,SPY,576.7000122070312,574.45306,2024-11-05 00:00:00+00:00
325,SPY,591.0399780273438,584.99,2024-11-06 00:00:00+00:00
326,SPY,595.6099853515625,606.5163,2024-11-07 00:00:00+00:00
327,SPY,598.1900024414062,605.8433,2024-11-08 00:00:00+00:00
328,SPY,598.760009765625,602.3625,2024-11-11 00:00:00+00:00
329,SPY,596.9000244140625,605.6994,2024-11-12 00:00:00+00:00
330,SPY,597.1900024414062,605.0989,2024-11-13 00:00:00+00:00
331,SPY,593.3499755859375,602.93994,2024-11-14 00:00:00+00:00
332,SPY,585.75,584.7792,2024-11-15 00:00:00+00:00
333,SPY,588.1500244140625,584.9743,2024-11-18 00:00:00+00:00
334,SPY,590.2999877929688,588.0614,2024-11-19 00:00:00+00:00
335,SPY,590.5,588.0916,2024-11-20 00:00:00+00:00
336,SPY,593.6699829101562,602.5897,2024-11-21 00:00:00+00:00
337,SPY,595.510009765625,602.04926,2024-11-22 00:00:00+00:00
338,SPY,597.530029296875,604.90765,2024-11-25 00:00:00+00:00
339,SPY,600.6500244140625,605.8429,2024-11-26 00:00:00+00:00
340,T,22.020000457763672,22.482084,2024-10-30 00:00:00+00:00
341,T,22.540000915527344,22.23583,2024-10-31 00:00:00+00:00
342,T,22.1200008392334,22.414057,2024-11-01 00:00:00+00:00
343,T,21.920000076293945,21.93185,2024-11-04 00:00:00+00:00
344,T,22.049999237060547,21.968603,2024-11-05 00:00:00+00:00
345,T,22.31999969482422,22.363386,2024-11-06 00:00:00+00:00
346,T,22.040000915527344,22.53918,2024-11-07 00:00:00+00:00
347,T,22.34000015258789,22.528517,2024-11-08 00:00:00+00:00
348,T,22.309999465942383,22.248589,2024-11-11 00:00:00+00:00
349,T,22.149999618530273,22.466745,2024-11-12 00:00:00+00:00
350,T,22.299999237060547,22.53154,2024-11-13 00:00:00+00:00
351,T,22.25,22.299118,2024-11-14 00:00:00+00:00
352,T,22.68000030517578,22.424408,2024-11-15 00:00:00+00:00
353,T,22.989999771118164,23.678093,2024-11-18 00:00:00+00:00
354,T,22.729999542236328,22.537117,2024-11-19 00:00:00+00:00
355,T,22.829999923706055,22.248714,2024-11-20 00:00:00+00:00
356,T,22.979999542236328,23.43791,2024-11-21 00:00:00+00:00
357,T,23.18000030517578,23.664768,2024-11-22 00:00:00+00:00
358,T,23.100000381469727,23.518541,2024-11-25 00:00:00+00:00
359,T,23.09000015258789,23.811405,2024-11-26 00:00:00+00:00
360,NKE,76.44999694824219,77.971535,2024-10-30 00:00:00+00:00
361,NKE,77.12999725341797,76.76086,2024-10-31 00:00:00+00:00
362,NKE,78.05999755859375,77.57652,2024-11-01 00:00:00+00:00
363,NKE,77.19000244140625,77.748726,2024-11-04 00:00:00+00:00
364,NKE,77.9800033569336,77.02511,2024-11-05 00:00:00+00:00
365,NKE,75.31999969482422,76.854,2024-11-06 00:00:00+00:00
366,NKE,75.91999816894531,75.90386,2024-11-07 00:00:00+00:00
367,NKE,75.87999725341797,75.89281,2024-11-08 00:00:00+00:00
368,NKE,76.5999984741211,76.86198,2024-11-11 00:00:00+00:00
369,NKE,76.66000366210938,76.86198,2024-11-12 00:00:00+00:00
370,NKE,76.5199966430664,76.61698,2024-11-13 00:00:00+00:00
371,NKE,75.68000030517578,76.335335,2024-11-14 00:00:00+00:00
372,NKE,76.66000366210938,76.96372,2024-11-15 00:00:00+00:00
373,NKE,74.88999938964844,75.72359,2024-11-18 00:00:00+00:00
374,NKE,73.91000366210938,74.584625,2024-11-19 00:00:00+00:00
375,NKE,73.36000061035156,73.68855,2024-11-20 00:00:00+00:00
376,NKE,75.0999984741211,75.1897,2024-11-21 00:00:00+00:00
377,NKE,77.4000015258789,76.82359,2024-11-22 00:00:00+00:00
378,NKE,79.26000213623047,79.75835,2024-11-25 00:00:00+00:00
379,NKE,77.61000061035156,78.91653,2024-11-26 00:00:00+00:00
380,SNAP,12.619999885559082,12.787688,2024-10-30 00:00:00+00:00
381,SNAP,12.15999984741211,12.459938,2024-10-31 00:00:00+00:00
382,SNAP,12.529999732971191,12.557974,2024-11-01 00:00:00+00:00
383,SNAP,12.119999885559082,12.379879,2024-11-04 00:00:00+00:00
384,SNAP,12.1899995803833,12.384061,2024-11-05 00:00:00+00:00
385,SNAP,11.8100004196167,12.186187,2024-11-06 00:00:00+00:00
386,SNAP,12.479999542236328,12.47271,2024-11-07 00:00:00+00:00
387,SNAP,12.010000228881836,12.140962,2024-11-08 00:00:00+00:00
388,SNAP,11.960000038146973,12.186921,2024-11-11 00:00:00+00:00
