Date,Open,High,Low,Close,Adj Close,Volume,SMA15,EMA5,RSI15,BB_upper,BB_lower,MACD,MACD_signal,OBV,52_Week_High,52_Week_Low,ADX,Aroon_Up,Aroon_Down
2022-11-07,137.11000061035156,139.14999389648438,135.6699981689453,138.9199981689453,137.62557983398438,83374600,146.34333394368488,141.78297271079913,40.39938721922543,,,,,-41011300.0,,,,92.85714285714286,57.14285714285714
2022-11-08,140.41000366210938,141.42999267578125,137.49000549316406,139.5,138.2001953125,89908500,146.06000061035155,141.02198180719944,41.546780401897756,,,,,48897200.0,,,,85.71428571428572,50.0
2022-11-09,138.5,138.5500030517578,134.58999633789062,134.8699951171875,133.61329650878906,74917800,145.4606669108073,138.97131957719546,35.673014214685466,,,,,-26020600.0,,,,78.57142857142857,42.85714285714286
2022-11-10,141.24000549316406,146.8699951171875,139.5,146.8699951171875,145.50148010253906,118854000,145.69266662597656,141.60421142385948,53.80775555628517,,,,,92833400.0,,,,71.42857142857143,35.71428571428571
2022-11-11,145.82000732421875,150.00999450683594,144.3699951171875,149.6999969482422,148.30511474609375,93979700,145.85466613769532,144.30280659865372,56.8794046876011,,,,,186813100.0,,,,64.28571428571428,28.57142857142857
2022-11-14,148.97000122070312,150.27999877929688,147.42999267578125,148.27999877929688,146.89837646484375,73374100,145.77666625976562,145.62853732553478,54.916192459747634,,,,,113439000.0,,,,57.14285714285714,21.42857142857143
2022-11-15,152.22000122070312,153.58999633789062,148.55999755859375,150.0399932861328,148.64193725585938,89868300,145.62333272298176,147.09902264573412,56.89205305036916,,,,,203307300.0,,,,50.0,14.28571428571429
2022-11-16,149.1300048828125,149.8699951171875,147.2899932861328,148.7899932861328,147.4036102294922,64218300,145.58599853515625,147.66267952586702,55.05593017818641,,,,,139089000.0,,,,42.85714285714286,7.14285714285714
2022-11-17,146.42999267578125,151.47999572753906,146.14999389648438,150.72000122070312,149.3156280517578,80389400,145.9806650797526,148.68178675747907,57.333887151521765,,,,,219478400.0,,,,35.71428571428571,0.0
2022-11-18,152.30999755859375,152.6999969482422,149.97000122070312,151.2899932861328,149.88031005859375,74829600,145.68399759928386,149.551188933697,58.007358697342106,,,,,294308000.0,,,,28.57142857142857,7.14285714285714
2022-11-21,150.16000366210938,150.3699951171875,147.72000122070312,148.00999450683594,146.630859375,58724100,145.32866414388022,149.03745745807666,52.862731933240255,,,1.0959439890883118,,235583900.0,,,,21.42857142857143,0.0
2022-11-22,148.1300048828125,150.4199981689453,146.92999267578125,150.17999267578125,148.78062438964844,51804100,145.29733072916667,149.41830253064487,55.650812735782885,,,1.2312376582820548,,287388000.0,,,,14.28571428571429,64.28571428571428
2022-11-23,149.4499969482422,151.8300018310547,149.33999633789062,151.07000732421875,149.66238403320312,58301400,145.6999979654948,149.9688707951695,56.774339938257434,,,1.3942040929014468,,345689400.0,,,17.603077782377824,7.14285714285714,57.14285714285714
2022-11-25,148.30999755859375,148.8800048828125,147.1199951171875,148.11000061035156,146.72994995117188,35195900,146.3153310139974,149.34924740023018,52.073519893252566,,,1.2698700905095563,,310493500.0,,,16.54808520809096,0.0,50.0
2022-11-28,145.13999938964844,146.63999938964844,143.3800048828125,144.22000122070312,142.87620544433594,69246000,146.7046641031901,147.63949867372116,46.636425770580736,,,0.8476726149256137,,241247500.0,,,15.384632347294769,14.28571428571429,42.85714285714286
2022-11-29,144.2899932861328,144.80999755859375,140.35000610351562,141.1699981689453,139.85462951660156,83763800,146.85466410319012,145.48299850546255,42.875672629420514,,,0.26392594343127485,,157483700.0,,,15.268616539061215,7.14285714285714,35.71428571428571
2022-11-30,141.39999389648438,148.72000122070312,140.5500030517578,148.02999877929688,146.65069580078125,111380900,147.42333068847657,146.33199859674068,52.17034203609595,,,0.3508033754972928,,268864600.0,,,13.8774667625483,0.0,28.57142857142857
2022-12-01,148.2100067138672,149.1300048828125,146.61000061035156,148.30999755859375,146.92808532714844,71250400,148.31933085123697,146.99133158402503,52.50827147838634,,,0.4372080653448336,,340115000.0,,,12.60175624447834,0.0,21.42857142857143
2022-12-02,145.9600067138672,148.0,145.64999389648438,147.80999755859375,146.43272399902344,65447400,148.38199768066406,147.2642202422146,51.80794235022931,,,0.4600355794379425,-0.3567312438307605,274667600.0,,,11.695332697435841,78.57142857142857,14.28571428571429
2022-12-05,147.77000427246094,150.9199981689453,145.77000427246094,146.6300048828125,145.26373291015625,68826400,148.17733154296874,147.0528151224139,50.11774084266881,,,0.3785473433581217,-0.3505755839284651,205841200.0,,,11.258648406802449,71.42857142857143,7.14285714285714
2022-12-06,147.07000732421875,147.3000030517578,141.9199981689453,142.91000366210938,141.5784149169922,64727200,147.81933186848957,145.67187796897906,45.14311255784579,,,0.013637119782430318,-0.5723886460033252,141114000.0,,,10.766383300025879,64.28571428571428,0.0
2022-12-07,142.19000244140625,143.3699951171875,140.0,140.94000244140625,139.62677001953125,69721100,147.2126658121745,144.0945861264548,42.73624524998345,,,-0.4295677068333532,-0.812474778095287,71392900.0,,,10.815249878947235,100.0,14.28571428571429
2022-12-08,142.36000061035156,143.52000427246094,141.10000610351562,142.64999389648438,141.32081604003906,62128300,146.80333251953124,143.61305538313133,45.44153305594789,,,-0.6355030223598988,-0.814728074897466,133521200.0,,,10.811497169003898,92.85714285714286,7.14285714285714
2022-12-09,142.33999633789062,145.57000732421875,140.89999389648438,142.16000366210938,140.8354034423828,76097000,146.232666015625,143.12870480945736,44.7918679578544,,,-0.8286936954164617,-0.8063349983632231,57424200.0,,,10.16721997895689,85.71428571428572,0.0
2022-12-12,142.6999969482422,144.5,141.05999755859375,144.49000549316406,143.1436767578125,70462700,145.77933349609376,143.58247170402626,48.54018922662577,,,-0.7847410146169125,-0.6099058540509392,127886900.0,,,9.585252112652435,78.57142857142857,14.28571428571429
2022-12-13,149.5,149.97000122070312,144.24000549316406,145.47000122070312,144.1145477294922,93886200,145.61000061035156,144.21164820958523,50.06791224616314,,,-0.6631859386926067,-0.39068062250130664,221773100.0,,,10.016069551478731,71.42857142857143,7.14285714285714
2022-12-14,145.35000610351562,146.66000366210938,141.16000366210938,143.2100067138672,141.8756103515625,82291200,145.14533487955728,143.87776771101255,46.646231943613294,,,-0.7406772679160838,-0.37453756137982697,139481900.0,,,9.509719617827116,64.28571428571428,0.0
2022-12-15,141.11000061035156,141.8000030517578,136.02999877929688,136.5,135.22813415527344,98931900,144.17400105794272,141.4185118073417,38.31628655086465,,,-1.3282202720559155,-0.769664452415727,40550000.0,,,9.661744416043632,100.0,42.85714285714286
2022-12-16,136.69000244140625,137.64999389648438,133.72999572753906,134.50999450683594,133.25665283203125,160156900,143.267333984375,139.11567270717313,36.258815454991485,,,-1.9321564511408837,-1.0988805052005561,-119606900.0,,,10.268997888355093,100.0,35.71428571428571
2022-12-19,135.11000061035156,135.1999969482422,131.32000732421875,132.3699951171875,131.13662719726562,79592600,142.47733357747396,136.86711351051127,34.146223568977454,,,-2.5540191473060077,-1.3765945610925439,-199199500.0,,,11.278670390536416,100.0,28.57142857142857
2022-12-20,131.38999938964844,133.25,129.88999938964844,132.3000030517578,131.06729125976562,77432800,141.88600056966146,135.34474335759347,34.07664792318803,,,-3.0177112917168927,-1.472229364402743,-276632300.0,,,12.458334542426867,100.0,21.42857142857143
2022-12-21,132.97999572753906,136.80999755859375,132.75,135.4499969482422,134.1879119873047,85928000,141.04733378092448,135.3798278878097,39.974260156165386,,,-3.0953314211885754,-1.2398795950995405,-190704300.0,,,12.52834757460412,92.85714285714286,14.28571428571429
2022-12-22,134.35000610351562,134.55999755859375,130.3000030517578,132.22999572753906,130.99790954589844,77852100,139.97533365885417,134.32988383438618,36.40702550840693,,,-3.3777366750337023,-1.2178278791557338,-268556400.0,,,13.066229015390203,85.71428571428572,7.14285714285714
2022-12-23,130.9199981689453,132.4199981689453,129.63999938964844,131.86000061035156,130.63134765625,63814900,138.91200052897136,133.50658942637466,36.011390860513345,,,-3.5900169069098524,-1.144086488825507,-332371300.0,,,13.683683629207279,100.0,0.0
2022-12-27,131.3800048828125,131.41000366210938,128.72000122070312,130.02999877929688,128.81842041015625,69007800,137.80533345540366,132.34772587734875,34.05050876837289,,,-3.861404506362362,-1.1323792706224132,-401379100.0,,,14.426908016675128,100.0,35.71428571428571
2022-12-28,129.6699981689453,131.02999877929688,125.87000274658203,126.04000091552734,124.86558532714844,85438400,136.6806666056315,130.24515089007497,30.207976038950996,,,-4.348315936588989,-1.2954325606792318,-486817500.0,,,15.628254305427255,100.0,28.57142857142857
2022-12-29,127.98999786376953,130.47999572753906,127.7300033569336,129.61000061035156,128.40232849121094,75703700,135.92533315022786,130.03343413016717,37.021121083998096,,,-4.395459492460446,-1.074060893240551,-411113800.0,,,16.732446823482316,92.85714285714286,21.42857142857143
2022-12-30,128.41000366210938,129.9499969482422,127.43000030517578,129.92999267578125,128.7193603515625,77034200,135.07733306884765,129.99895364537187,37.60607066265878,,,-4.356778187795982,-0.8283036708608686,-334079600.0,,,17.80469643061261,85.71428571428572,14.28571428571429
2023-01-03,130.27999877929688,130.89999389648438,124.16999816894531,125.06999969482422,123.90463256835938,112117500,133.93799947102863,128.35596899518933,32.668509552916454,,,-4.664514176208769,-0.9088317274189244,-446197100.0,,,19.371202294198294,100.0,7.14285714285714
2023-01-04,126.88999938964844,128.66000366210938,125.08000183105469,126.36000061035156,125.18260955810547,89113600,132.72933247884114,127.6906462002434,35.092156229958924,,,-4.74955495818574,-0.7950980075167164,-357083500.0,,,20.81412057536781,92.85714285714286,0.0
2023-01-05,127.12999725341797,127.7699966430664,124.76000213623047,125.0199966430664,123.85508728027344,80962700,131.36599884033203,126.80042968118441,33.74045322000536,126.20444188137999,158.09091405167314,-4.86895127241624,-0.7315954573977725,-438046200.0,,,22.201466336912063,85.71428571428572,0.0
2023-01-06,126.01000213623047,130.2899932861328,124.88999938964844,129.6199951171875,128.4122314453125,87754700,130.45999806722006,127.74028482651879,41.96274554048506,125.63483191893728,158.20373799465438,-4.540057323835981,-0.32216120705401075,-350291500.0,,,22.48413179640999,78.57142857142857,0.0
2023-01-09,130.47000122070312,133.41000366210938,129.88999938964844,130.14999389648438,128.93728637695312,70790800,130.0366643269857,128.543521183174,42.83839298946114,125.10530483417222,158.24755057572247,-4.1883592298895,0.023629509513977354,-279500700.0,,,21.683110753870086,71.42857142857143,0.0
2023-01-10,130.25999450683594,131.25999450683594,128.1199951171875,130.72999572753906,129.5118865966797,63896200,129.7846644083659,129.27234603129568,43.83203250601429,124.63123663571753,158.2526900283624,-3.818813748338556,0.31453999285193746,-215604500.0,,,21.367649136014006,64.28571428571428,14.28571428571429
2023-01-11,131.25,133.50999450683594,130.4600067138672,133.49000549316406,132.2461700439453,69458900,129.8593317667643,130.67823251858516,48.40479112961923,124.33233545964656,158.19801999384464,-3.2655928484600167,0.6942087141843816,-146145600.0,,,20.369289278775394,57.14285714285714,7.14285714285714
2023-01-12,133.8800048828125,134.25999450683594,131.44000244140625,133.41000366210938,132.16690063476562,71379600,129.93333180745444,131.58882289975992,48.282714149912465,124.038043846258,157.99731158543494,-2.80132484962553,0.9267813704150947,-217525200.0,,,19.22099388647136,50.0,0.0
2023-01-13,132.02999877929688,134.9199981689453,131.66000366210938,134.75999450683594,133.50433349609375,57809700,129.887331644694,132.6458801021186,50.53804779339422,123.85118808213034,157.65952440522668,-2.2979666082285917,1.1441116894496268,-159715500.0,,,17.95759986983743,42.85714285714286,100.0
2023-01-17,134.8300018310547,137.2899932861328,134.1300048828125,135.94000244140625,134.67333984375,63646600,130.1346654256185,133.74392088188117,52.4788416963457,123.80482506708267,157.12017335254274,-1.7832782749378566,1.3270400181922897,-96068900.0,,,17.18006448855534,35.71428571428571,100.0
2023-01-18,136.82000732421875,138.61000061035156,135.02999877929688,135.2100067138672,133.9501495361328,69672800,130.35799916585287,134.23261615920984,51.14857022311082,123.6706002448079,156.74939819661577,-1.4179434476341441,1.353899876396802,-165741700.0,,,16.81613903574189,28.57142857142857,100.0
2023-01-19,134.0800018310547,136.25,133.77000427246094,135.27000427246094,134.0095977783203,58280400,130.70733286539715,134.57841219696022,51.257373368225444,123.49672182437351,156.58291951778958,-1.1107674278629815,1.328860716934372,-107461300.0,,,16.060584561726163,21.42857142857143,92.85714285714286
2023-01-20,135.27999877929688,138.02000427246094,134.22000122070312,137.8699951171875,136.58534240722656,80223600,131.49599914550782,135.67560650370265,55.825491821630436,123.72083039571288,155.7205962901653,-0.6500374597693224,1.431672548022425,-27237700.0,,,15.850881477136788,14.28571428571429,85.71428571428572
2023-01-23,138.1199951171875,143.32000732421875,137.89999389648438,141.11000061035156,139.79518127441406,81760300,132.26266581217448,137.48707120591897,60.738348986891836,123.92366788885249,155.08097323532792,-0.023196876084369933,1.6468105053659021,54522600.0,,,16.844888263843316,7.14285714285714,100.0
2023-01-24,140.30999755859375,143.16000366210938,140.3000030517578,142.52999877929688,141.2019500732422,66435100,133.10266621907553,139.1680470637116,62.68697346205221,124.04756492756904,154.66707637099753,0.5814581004061381,1.8011723854851283,120957700.0,,,17.76514842920663,0.0,92.85714285714286
2023-01-25,140.88999938964844,142.42999267578125,138.80999755859375,141.86000061035156,140.53822326660156,65799300,134.221999613444,140.0653649125916,61.15262585756968,124.05195394318751,154.54947313505954,0.9951171813257815,1.7718651731238175,55158400.0,,,18.07433803056845,7.14285714285714,85.71428571428572
2023-01-26,143.1699981689453,144.25,141.89999389648438,143.9600067138672,142.61863708496094,54105100,135.39533335367838,141.36357884635015,64.10323656837942,124.09339680491702,154.68945891015343,1.4753905415139457,1.8017108266495852,109263500.0,,,18.759988091815302,0.0,100.0
2023-01-27,143.16000366210938,147.22999572753906,143.0800018310547,145.92999267578125,144.57025146484375,70555800,136.7893330891927,142.88571678949387,66.6492552203667,124.13346664033233,154.91903149591556,1.9920093985489302,1.854663746947656,179819300.0,,,19.97646251110078,0.0,100.0
2023-01-30,144.9600067138672,145.5500030517578,142.85000610351562,143.0,141.66757202148438,64015300,137.68133341471355,142.9238111929959,59.881206774637036,124.17989128278147,155.01832120457553,2.140335191051946,1.6023916315605373,115804000.0,,,21.014120175201455,7.14285714285714,92.85714285714286
2023-01-31,142.6999969482422,144.33999633789062,142.27999877929688,144.2899932861328,142.94554138183594,65874500,138.6240000406901,143.37920522404156,61.71512324139962,124.21551233901852,155.15377133712894,2.3350590206411823,1.4376923689198187,181678500.0,,,21.74499933299246,0.0,85.71428571428572
2023-02-01,143.97000122070312,146.61000061035156,141.32000732421875,145.42999267578125,144.07492065429688,77663600,139.60399983723957,144.06280104128814,63.30344111374452,124.38600083841148,155.36042560768578,2.551950188631622,1.3236668295282068,259342100.0,,,22.882502658135554,0.0,78.57142857142857
2023-02-02,148.89999389648438,151.17999267578125,148.1699981689453,150.82000732421875,149.4147186279297,118339000,140.75933329264322,146.31520313559835,69.67638013621865,124.29457941311895,155.5929188975151,3.1227697914780492,1.515589145899707,377681100.0,,,24.69050046927539,0.0,100.0
2023-02-03,148.02999877929688,157.3800048828125,147.8300018310547,154.5,153.06039428710938,154357300,142.16533304850262,149.04346875706557,73.09441922397335,124.11711467626182,155.94181231479214,3.8279666762037436,1.776628824500321,532038400.0,,,27.1034456056686,0.0,100.0
2023-02-06,152.57000732421875,153.10000610351562,150.77999877929688,151.72999572753906,150.31622314453125,69858300,143.29666646321616,149.93897774722342,67.0034056573085,124.0254497763994,156.15669139137754,4.115878804311592,1.6516327620865354,462180100.0,,,29.340646741143573,14.28571428571429,92.85714285714286
2023-02-07,150.63999938964844,155.22999572753906,150.63999938964844,154.64999389648438,153.20899963378906,83322600,144.54399922688802,151.50931646364376,69.8418202804821,123.85937506549429,156.48740898122375,4.5274807095619565,1.6505877338695196,545502700.0,,,31.633737161035388,7.14285714285714,85.71428571428572
2023-02-08,153.8800048828125,154.5800018310547,151.1699981689453,151.9199981689453,150.5044708251953,64120100,145.65799865722656,151.64621036541095,64.30108230574707,123.77670791456136,156.68186202082856,4.580588176042028,1.3629561602796723,481382600.0,,,33.76026057251314,0.0,78.57142857142857
2023-02-09,153.77999877929688,154.3300018310547,150.4199981689453,150.8699951171875,149.4642333984375,56007100,146.697998046875,151.3874719493365,62.265487777921415,123.7725083382979,156.6914185219665,4.486235227690571,1.0148825695425723,425375500.0,,,35.399154798741755,0.0,71.42857142857143
2023-02-10,149.4600067138672,151.33999633789062,149.22000122070312,151.00999450683594,149.8313446044922,57450700,147.5739980061849,151.26164613516966,62.435371159917764,123.78078326909525,156.67314363476567,4.372354832256775,0.7208017392870207,482826200.0,,,36.38801400173185,0.0,64.28571428571428
2023-02-13,150.9499969482422,154.25999450683594,150.9199981689453,153.85000610351562,152.64918518066406,62199000,148.42333170572917,152.124432791285,65.7835194799838,123.6171012086394,157.04539753796007,4.459858526369942,0.6466443467201497,545025200.0,,,37.707597824055455,7.14285714285714,57.14285714285714
2023-02-14,152.1199951171875,153.77000427246094,150.86000061035156,153.1999969482422,152.00424194335938,61707600,149.1346649169922,152.4829541769374,64.37645110611324,123.52541497628434,157.24494106576017,4.425738370894095,0.49001935299544197,483317600.0,,,38.90473050160626,0.0,50.0
2023-02-15,153.11000061035156,155.5,152.8800048828125,155.3300018310547,154.1176300048828,65573800,150.03266499837238,153.43197006164317,66.86480409629614,123.37244629851958,157.55005240448335,4.518485209866498,0.46621295357427517,548891400.0,,,40.24525265229178,28.57142857142857,42.85714285714286
2023-02-16,153.50999450683594,156.3300018310547,153.35000610351562,153.7100067138672,152.51028442382812,68167900,150.6826649983724,153.52464894571784,63.26377807582417,123.23075026815889,157.89174865282672,4.410427023532293,0.2865238137920567,480723500.0,,,41.59553221264637,21.42857142857143,35.71428571428571
2023-02-17,152.35000610351562,153.0,150.85000610351562,152.5500030517578,151.35934448242188,59144100,151.1239990234375,153.1997669810645,60.75357198880329,123.1154559157843,158.30454307059614,4.182968870041975,0.04725252824139137,421579400.0,,,41.68536520726848,14.28571428571429,28.57142857142857
2023-02-21,150.1999969482422,151.3000030517578,148.41000366210938,148.47999572753906,147.3210906982422,58867200,151.4893320719401,151.62650989655603,52.86779477279588,123.12621787324179,158.554852454517,3.632418805175547,-0.40263802930002957,362712200.0,,,40.77736505733917,7.14285714285714,21.42857142857143
2023-02-22,148.8699951171875,149.9499969482422,147.16000366210938,148.91000366210938,147.74774169921875,51011300,151.79733276367188,150.72100781840714,53.55029089278863,123.11490833875644,158.59759073481706,3.1939837029219404,-0.672858505242909,413723500.0,,,39.46593085189422,0.0,14.28571428571429
2023-02-23,150.08999633789062,150.33999633789062,147.24000549316406,149.39999389648438,148.23391723632812,48394200,152.06199951171874,150.2806698444329,54.35720779003132,123.09934779140538,158.6520797228071,2.8531692830674444,-0.8109383400779242,462117700.0,,,38.341940609310754,92.85714285714286,7.14285714285714
2023-02-24,147.11000061035156,147.19000244140625,145.72000122070312,146.7100067138672,145.56491088867188,55469600,151.78799947102866,149.09044880091102,49.31784197510357,123.10798928997025,158.60415283693055,2.33904881666993,-1.0600470451803514,406648100.0,,,36.71636522007136,100.0,0.0
2023-02-27,147.7100067138672,149.1699981689453,147.4499969482422,147.9199981689453,146.7654571533203,44998500,151.34933268229167,148.70029859025578,51.48547541232191,123.0977907584986,158.66042255719265,2.0061155893656064,-1.1143842179877401,451646600.0,,,35.71730702221689,92.85714285714286,57.14285714285714
2023-02-28,147.0500030517578,149.0800018310547,146.8300018310547,147.41000366210938,146.2594451904297,50547000,151.06133321126302,148.27020028087367,50.50991581442844,123.10165398964907,158.81727361175646,1.6817254296574617,-1.151019502156708,401099600.0,,,34.54686733771955,85.71428571428572,50.0
2023-03-01,146.8300018310547,147.22999572753906,145.00999450683594,145.30999755859375,144.1758270263672,55479000,150.43866678873698,147.2834660401137,46.61322032844565,123.14255810870151,158.9324407468893,1.2408867785554492,-1.273486522606977,345620600.0,,,32.77318362215941,100.0,42.85714285714286
2023-03-02,144.3800048828125,146.7100067138672,143.89999389648438,145.91000366210938,144.7711639404297,52238100,150.03800048828126,146.8256452474456,47.84494756468989,123.15900705767352,159.0324207181182,0.9292229458806958,-1.2681202842253847,397858700.0,,,30.732627176036022,100.0,35.71428571428571
2023-03-03,148.0399932861328,151.11000061035156,147.3300018310547,151.02999877929688,149.8511962890625,70732300,150.04866739908854,148.22709642472938,56.93009251802744,123.12695912542343,159.3812541902678,1.0828851040350571,-0.8915665008568188,468591000.0,,,30.047028173040868,92.85714285714286,28.57142857142857
2023-03-06,153.7899932861328,156.3000030517578,153.4600067138672,153.8300018310547,152.6293487548828,87558000,150.2366678873698,150.09473156017117,60.918994667353005,123.0080997660364,159.83368484743667,1.4142971796063364,-0.4481235402284316,556149000.0,,,30.44350192905888,85.71428571428572,21.42857142857143
2023-03-07,153.6999969482422,154.02999877929688,151.1300048828125,151.60000610351562,150.41673278808594,56182000,150.0866678873698,150.596489741286,56.45721952725955,122.95044997219269,160.11026338709516,1.479941771323098,-0.305983158809336,499967000.0,,,30.022699108542405,78.57142857142857,14.28571428571429
2023-03-08,152.80999755859375,153.47000122070312,151.8300018310547,152.8699951171875,151.6768341064453,47204800,150.06466776529948,151.35432486658652,58.319918469482396,122.8859171145095,160.5197958306112,1.6158169508662183,-0.13608638341297263,547171800.0,,,29.6320774315993,71.42857142857143,7.14285714285714
2023-03-09,153.55999755859375,154.5399932861328,150.22999572753906,150.58999633789062,149.4146270751953,53833600,149.74866739908853,151.09954869035457,53.88588087955606,123.04594828766433,160.86297881238102,1.5219777507254264,-0.1839404668430118,493338200.0,,,28.727543625069632,64.28571428571428,0.0
2023-03-10,150.2100067138672,150.94000244140625,147.61000061035156,148.5,147.34092712402344,68572400,149.40133361816407,150.2330324602364,50.14170939043033,123.32614916778665,161.082420985586,1.2643891794930653,-0.35322323046029847,424765800.0,,,27.077312507992787,57.14285714285714,71.42857142857143
2023-03-13,147.80999755859375,153.13999938964844,147.6999969482422,150.47000122070312,149.29556274414062,84457100,149.26266682942708,150.31202204705863,53.410963425020256,123.71425406636365,161.34074487642027,1.205316872862909,-0.32983642967236415,509222900.0,,,26.088712981894908,50.0,64.28571428571428
2023-03-14,151.27999877929688,153.39999389648438,150.10000610351562,152.58999633789062,151.39901733398438,73695900,149.5366668701172,151.0713468106693,56.685684593233475,124.09689752873098,161.68274403141479,1.3144157659298799,-0.17659002928431455,582918800.0,,,25.23387876267147,42.85714285714286,57.14285714285714
2023-03-15,151.19000244140625,153.25,149.9199981689453,152.99000549316406,151.7958984375,77167900,149.8086669921875,151.71089970483422,57.29255020761445,124.33203617354961,162.07403426320056,1.4168225718482574,-0.05934657869274962,660086700.0,,,24.379001171845815,35.71428571428571,50.0
2023-03-16,152.16000366210938,156.4600067138672,151.63999938964844,155.85000610351562,154.6335906982422,76161100,150.2386678059896,153.09060183772803,61.43204297638709,124.69793140501744,162.55171083087473,1.709057895010659,0.1863109955757214,736247800.0,,,24.366699337290804,28.57142857142857,100.0
2023-03-17,156.0800018310547,156.74000549316406,154.27999877929688,155.0,153.7902069091797,98944600,150.7913340250651,153.7270678918187,59.59272885971784,125.14623431052509,162.92983647499736,1.850733995840244,0.2623896771242449,637303200.0,,,24.418672965129673,21.42857142857143,100.0
2023-03-20,155.07000732421875,157.82000732421875,154.14999389648438,157.39999389648438,156.17147827148438,73641400,151.42333374023437,154.95137656004061,62.948682251054876,125.69379404707462,163.3597765640617,2.1320953087927705,0.43500079206141695,710944600.0,,,24.715099651286696,14.28571428571429,100.0
2023-03-21,157.32000732421875,159.39999389648438,156.5399932861328,159.27999877929688,158.0367889404297,73938300,152.21466674804688,156.39425063312603,65.36307434088329,126.56213242101957,163.67858097096564,2.478209600945263,0.6248920673711273,784882900.0,,,25.337791792727685,7.14285714285714,100.0
2023-03-22,159.3000030517578,162.13999938964844,157.80999755859375,157.8300018310547,156.59811401367188,75701800,153.04933369954426,156.87283436576894,62.0232035213674,127.24640513903695,164.00216543940192,2.6054707900831033,0.6017226052071738,709181100.0,,,26.452508539282928,0.0,100.0
2023-03-23,158.8300018310547,161.5500030517578,157.67999267578125,158.92999267578125,157.6895294189453,67622100,153.9173329671224,157.55855380243972,63.537560039254664,127.92879592330462,164.35548894084855,2.763233432547196,0.6075881981370128,776803200.0,,,27.42975524346911,0.0,92.85714285714286
2023-03-24,158.86000061035156,160.33999633789062,157.85000610351562,160.25,158.9992218017578,59196500,154.53199971516926,158.4557025349598,65.31580628664054,129.0885263773273,164.45218706915358,2.960646532335147,0.6440010383399715,835999700.0,,,28.337080601221363,28.57142857142857,85.71428571428572
2023-03-27,159.94000244140625,160.77000427246094,157.8699951171875,158.27999877929688,157.04458618164062,52390300,154.82866617838542,158.3971346164055,60.5907611677174,130.28005488649225,164.40065849459384,2.92442425920882,0.48622301217091524,783609400.0,,,29.271509837026674,21.42857142857143,78.57142857142857
2023-03-28,157.97000122070312,158.49000549316406,155.97999572753906,157.64999389648438,156.4195098876953,45992200,155.23199869791668,158.14808770976515,59.125209929094254,131.74582038306954,164.10025004278145,2.8124614134386547,0.2994081331206,737617200.0,,,29.205567548221477,14.28571428571429,71.42857142857143
2023-03-29,159.3699951171875,161.0500030517578,159.35000610351562,160.77000427246094,159.51516723632812,51305700,155.7586659749349,159.02205989733042,63.774478087863386,132.72095865527055,164.2376120975545,2.9415801094124276,0.34282146327549823,788922900.0,,,29.752370842100177,7.14285714285714,64.28571428571428
