PC1,PC2,PC3,PC4,PC5,PC6,Target
-5.419050064618062,-0.5635648712775674,0.217031552215134,2.3653638101431285,1.0921314951955396,0.3823125683413323,0.12638662576475168
-5.271104811222192,-0.5697691117341713,0.03997601159425046,0.7282119761901734,1.1419651402306634,0.3044366752332456,0.1316603283775104
-5.151582907239727,-0.5177642140769719,0.09377509501089998,0.9214813484242612,1.0026479631487946,0.025269812224948694,0.08956172189005573
-5.414249065317296,-0.7334213181639949,0.029318252491824334,0.28923046547589354,0.7595265622627566,-0.009551862137646668,0.19867246596827437
-4.8479623732547505,-0.0334502188406796,0.26283109558338824,1.7163594346153495,0.804483558893578,-0.6984086706350058,0.22440443309569913
-4.423475130873124,0.06539609917495007,0.20356402660635617,1.0048299082142964,0.8037049700960823,-0.9292469808085879,0.21149301169542145
-4.325499442712794,-0.02398866037246608,0.12211850245729568,0.22412587453931948,0.6451963657123384,-1.0228257662614506,0.22749587087995882
-4.186102257512852,0.05954006247442315,0.22726077505028405,0.8097960692387947,0.47631366019432736,-1.3549454006969177,0.2161301683718111
-4.232054827940338,-0.016460496024007155,0.11362472710114613,-0.2656267773672671,0.3630399927843774,-1.4179226213169516,0.2336788851899636
-4.2200570893296945,0.08529068945726259,0.2288946447329896,0.36739925272753715,0.19406802712655372,-1.7521492683450328,0.23886157338810654
-3.964004438595581,0.2653073494259781,0.1435920591544971,0.1614288031243388,0.20893915535160965,-1.7106441564899002,0.20903798110604566
-4.121953294642069,0.06978768207956472,0.05918933665762442,-0.64022240170892,0.005391929454368156,-1.7477972691218453,0.2287688240112118
-3.848817390952274,0.9903609339338483,-0.355566929366266,-0.8854175980384591,0.5801243073642617,-0.6468421485841885,0.2368613373888393
-3.7501261344618984,1.0615711788557336,-0.26929142740596207,-0.5632542379605221,0.431915825672085,-0.9447350257215275,0.20994729280329172
-3.780947730537576,0.8283834135645597,-0.5349427688942499,-2.141204786019219,0.3676444861839808,-0.9531031750342062,0.17457723214759535
-4.417211270757065,0.3259682177126838,-0.3282175887608276,-0.10061776883196895,0.16953522641442867,-1.0185342647676963,0.14684489027941772
-4.767529866989115,0.1164300179737433,-0.31083156910944504,0.392407052230378,-0.23240227156608223,-1.1418688570632327,0.20921987119379204
-4.544338063928881,0.46835999428200903,-0.2471372510694313,1.2479055825501182,-0.21212181259018822,-1.6882284015897773,0.2117657774562982
-4.1618746879721344,0.35574017658712925,-0.45193939589471616,-0.07283536772273375,-0.024821042210374254,-1.7895479726288521,0.20721949645303916
-4.39443824262247,-0.6960660321116263,-0.2803916860505313,-0.017077216518756728,1.149417459290767,-1.0689659318871743,0.19649033988126074
-4.447908663330337,-0.775894084210975,-0.2899199761721035,0.09792539413394825,0.9045850564637365,-1.2625232197112137,0.1626659981176941
-4.741057375879772,-1.109895799986785,-0.23842997699139465,-0.1963214072846929,0.7000809887406698,-1.361750199312476,0.14475363986553447
-5.095510893003865,-1.6123220797345235,-0.0891326323825947,0.14057282484413555,1.3086497618362198,-0.6474655213498357,0.1603018432014487
-4.958209476412659,-1.5359596298031535,-0.12550481254215973,-0.2467092640546288,1.2300672510748514,-0.8677472150779859,0.15584657661280543
-5.099969617329222,-1.5845344670068724,-0.10292931643805987,0.3221769777052647,0.9449781942892799,-1.1150940553085709,0.17703226273697115
-4.907038605294869,-1.1210074901477467,-0.38226896086331774,0.13446626063481296,1.0417246659333932,-0.9842393568506339,0.18594293465574308
-4.723351936038729,-0.9356554994390919,-0.33976639341428183,1.0096671528269845,0.7490736643980221,-1.3049041292505783,0.16539379446794666
-4.949399092954702,-1.0730269541142659,-0.4326370661903196,0.5425309526370987,0.5372025940297451,-1.4050047010868945,0.10438264235795591
-5.537790966272327,-1.5566149644852196,-0.3277708995473449,1.2266854053526675,1.26994797173756,-0.07267621157505297,0.08628839401804966
-6.092304399203704,-1.8937087028635042,0.06874675860967272,2.565327962331614,0.9641145612560825,-0.21406849522278726,0.06683031687376029
-6.0963082641062165,-2.2581947319457307,0.013987180194726572,0.3770348772269579,1.0575665372986922,-0.019744205432566747,0.0661939096788764
-6.273079467487612,-2.41510674377525,0.13418649270581623,0.23454615777633223,0.9031221779481654,-0.037343226002918437,0.09483542450281468
-6.051706873508447,-2.091238325449155,0.06053098640809348,0.5575626424608283,0.7404751574089732,-0.36418060832213917,0.06555736374250709
-6.243109152727037,-2.2383073272687675,0.027282981989742286,0.18804934039533217,0.4413482265477619,-0.4109965540965795,0.06219316019737087
-6.358466875535785,-2.4870129228669007,0.004200666767243352,-0.37858483222032757,0.5556948893800598,-0.25317646429654683,0.0455537550764642
-6.468116045062142,-2.1734296134635778,-0.16139863144038094,-0.07837293964331762,0.7000653865166797,0.5111341261510494,0.009274452094264474
-6.859266323112922,-2.491313944579578,0.08410914117673787,0.4800943387767407,0.4119203404736379,0.4857435183334234,0.04173489568270483
-6.635233868829253,-2.11502798733475,0.007487488222585908,0.10159455063585696,0.306207660298943,0.2561813409779405,0.044644443379218135
-6.592017582868604,-1.9486286736841747,-0.03591557356074359,0.12838317562375703,0.042564728765308375,0.08214716539490587,0.0004546558486229202
-7.042742819401098,-2.406997303295071,0.30148885981860357,1.2479938175822525,-0.14106549805811958,0.1931243472214893,0.012184069161520705
-6.929463741684951,-2.240198149386825,0.26148220697848995,0.5052431869369818,-0.26104582469747434,0.07137141890881649,0.0
-7.002004155128753,-2.1668153164883743,0.24014093738592002,0.17398903781857195,-0.4953883110246252,0.1448381615606378,0.041825771355835206
-6.75084461670858,-1.53121015395619,0.07308350640129788,0.465585036295815,-0.5631059149994148,-0.0892529021764051,0.04664481811997101
-6.425957463335632,-1.245043048493923,-0.25471307674863647,-0.12660439177810476,-0.6050429943729664,-0.17511833404406785,0.051918520732729734
-6.317414829830591,-0.7902754033282017,-0.5508547082567532,-0.39138974333349585,-0.5534598295663514,4.6465285659406296e-05,0.07701408066527082
-6.097843198076844,-0.3904692508093649,-0.7330357351149108,-0.10018826133979754,-0.6692490983985149,-0.3847792171730747,0.07628665905577114
-6.072358785652692,-0.2520105022856542,-0.8803486680411172,-0.010650573663418395,-0.8628642450562221,-0.6545934461694628,0.0885615345196793
-5.678400567826518,1.1619231695713994,-1.715109435162051,-0.3835201895860827,0.06056481790044505,1.0872207696791254,0.09929082983294335
-5.496566689422091,1.456237124196179,-1.8077077583323005,-0.07012849069979755,0.008148872060795972,0.867107612613137,0.09265329841580106
-5.514406877703265,1.5457336002316824,-1.8038665250263992,0.18761889525355477,-0.13761606382435612,0.7518894826159246,0.09319882993755435
-5.4782977026457225,1.572077035793232,-1.8524804816777813,-0.40265767406760766,-0.13447732481054248,0.5127359362384922,0.11683940790961045
-5.376481998165619,1.868136411271265,-1.731316774089864,0.5454429293205707,-0.268759448708226,0.06958954276281643,0.1462993587576642
-4.963849101301665,2.488706939237534,-1.8164836499682588,0.672840020532414,-0.18918585726165968,0.15123302021301346,0.15921078015794188
-4.678310614350783,2.722552990592615,-1.8404276174585337,0.036253249038179815,-0.24985621367555366,-0.05591628400119557,0.15311878026255288
-4.741696780696482,2.545383427604333,-1.705873037652246,0.015009546143215821,-0.20708231184652892,-0.10082580412273054,0.17221321597283534
-4.36925229969022,2.9740110953621355,-1.7973874635137528,-0.5386363760217108,-0.03779451825723631,0.0656590980799602,0.19012543548350958
-4.238567744884193,3.1910232046706644,-1.5836296450047898,0.28041700857772256,-0.06476988606589248,-0.06690838837777359,0.16348429540032416
-4.370814510607055,2.692337819781238,-1.3319047217243594,-0.051921440269302066,-0.07072078034307597,0.028219770427543818,0.17521363934247902
