,Open,High,Low,Close,Adj Close,Volume,SMA15,EMA5,RSI15,BB_upper,BB_lower,MACD,MACD_signal,OBV,ADX,Aroon_Up,Aroon_Down
202,0.48954464867385483,0.4814071767619732,0.4950838191538929,0.5016366986213743,0.49860646488814586,0.2322033537798811,-0.09625754929090342,-0.08995313682050118,-0.6303252078108734,0.5313375327579762,0.28065003046782094,-1.346353186499594,0.384911560207543,798148300.0,0.6004753367041116,0.43257742585993797,0.6262467809410697
203,0.4860142837578283,0.5206889595813875,0.5037327355770125,0.5373704007110778,0.5337855212106875,0.30582956960845475,-0.08473171973259104,-0.01781976529649626,-0.06947889915262447,0.5372145034243102,0.28018590662617876,-1.1305502570145887,0.8767459067648311,851152200.0,0.4222022686451671,0.2331450163789713,1.2089767293467524
204,0.5334480286401702,0.5475756891574084,0.5514385410018847,0.5694671334947685,0.5653841237903441,0.3590208819030192,-0.05949226385329646,0.07649986932769315,0.35114470185121127,0.545407616184844,0.2820780494630043,-0.8546413542307546,1.428175034830566,911966100.0,0.33040129599635015,0.03371260689800465,1.2089767293467524
205,0.5596994459002556,0.5591505060662094,0.576383828016882,0.571467508235521,0.5673535106362679,0.3588974137364964,-0.03307887221947149,0.14226087741849516,0.37601208841111494,0.5490461839399682,0.2845358084585192,-0.627285075428489,1.7417194945252732,972760600.0,0.2738777395672875,-0.16571980258296243,1.2089767293467524
206,0.574635711411212,0.5664418202042787,0.5836671772378423,0.5859247872694142,0.5815863634135836,0.2487293029352946,-0.0019430313026202702,0.2069251774618447,0.5571279408619532,0.5538634850498876,0.2888811349832718,-0.4022737656601198,1.9863923606494682,1018493200.0,0.2392737167672893,-0.36515221206392906,1.2089767293467524
207,0.5636824500365103,0.5669886444273398,0.5775674122043091,0.5881069133564276,0.5837346356593147,0.2448804311325743,0.02537747770124277,0.25317774913308877,0.5846415168183743,0.5579180843787691,0.2933752285420621,-0.21939109921565125,2.0714143689432802,1063773200.0,0.1816365934992611,-0.5645846215448957,1.2089767293467524
208,0.5647686736641813,0.5566897970624325,0.5216679257298142,0.5263684783784224,0.5229542367764495,0.4735349325919467,0.03994489028398019,0.1950874742989726,-0.46168421261893117,0.5540008997778281,0.2926143024824677,-0.26805659312400726,1.530911263804795,982017400.0,0.012645333144729785,-0.7640170310258624,1.0147334132115249
209,0.44509815689370447,0.4597156945157854,0.44947192974510974,0.477723216146956,0.47506388322998117,0.5970263169752608,0.04258620502090234,0.08629413116004933,-1.0618101476992878,0.5394074777935529,0.2958891768947693,-0.45733853470815666,0.7289613788580231,869528600.0,0.012333080175159309,-0.9634494405068295,0.8204900970762975
210,0.47379385356824266,0.4782173224373647,0.4881645748807315,0.48336056019372187,0.4806138611061268,0.38804994338002885,0.053738513267387204,0.021885017815211336,-0.9745045455464988,0.5267371825304458,0.2980908781341911,-0.58779760676178,0.24199105770939125,935079900.0,-0.04264075886551304,-1.1628818499877962,0.6262467809410697
211,0.48936370348664116,0.478764146660426,0.4840677343559203,0.4940898555069859,0.49117661150964875,0.34699507254344475,0.06673176251886087,-0.005600386659259603,-0.8058131151366124,0.5184312987139275,0.2993552683636912,-0.6550337659649689,0.018567932257907257,994033000.0,-0.08562165539884457,1.2303070637838054,0.4320034648058423
212,0.48411339240940476,0.4772147650050018,0.46112537184964464,0.4662666379656779,0.46378517936521924,0.5123015927638539,0.0679590700924425,-0.06399932677911314,-1.1395308856644428,0.49956275193858424,0.30186278412444506,-0.7904596667838157,-0.33937678611159944,903662800.0,-0.08142317736313738,1.0308746543028384,0.23776014867061449
213,0.4571376418960764,0.45142182294535327,0.45347777876255435,0.44726321667001145,0.44507662212195975,0.48524654857461513,0.0599016759786655,-0.13030364459797691,-1.3483642083043743,0.475132169562674,0.30712824790043,-0.9506599771832823,-0.6908410087810339,819394900.0,-0.06336343601448764,0.8314422448218717,0.04351683253538707
214,0.4344165895520178,0.44048492127337435,0.4498361736112404,0.46117482544066535,0.4587724068378429,0.35954168746692794,0.045547750672134145,-0.1544688545754487,-1.1117258655371096,0.4572243352396899,0.3104199504161496,-1.0272817811690758,-0.7523636877676881,880290700.0,-0.03963408456589481,0.6320098353409046,-0.15072648359984034
215,0.4568660859891587,0.444130508807284,0.4520212200530278,0.4545371552820374,0.45223766689506717,0.5855617320493804,0.04189253421630307,-0.18013960231600148,-1.1904329258007331,0.4363261259164476,0.31144840048466027,-1.10070604292574,-0.7931785222447738,771085600.0,-0.03123835245348945,0.43257742585993797,-0.34496979973506775
216,0.4568660859891587,0.4703791840762337,0.4734158934240784,0.481451199867585,0.47873412289111217,0.3979941227422419,0.04018500240356099,-0.15848762968920665,-0.7376314174899202,0.4237291816341584,0.3070892873657449,-1.0676685276776483,-0.5460432551720621,838343200.0,-0.11677864644969792,0.2331450163789713,-0.5392131158702955
217,0.46628048451596094,0.47265771105248966,0.48215594027289677,0.4914530735713494,0.48858078254605686,0.29713951208013256,0.037196831908955584,-0.12964672289796478,-0.5793439234254683,0.41398101517966734,0.30110385875649964,-1.0035761564209005,-0.2667212508726004,890170100.0,-0.20395148590049028,0.03371260689800465,-0.733456432005523
218,0.4820312796215733,0.4732956262893113,0.46640565764355046,0.45890168493903594,0.45653448596120305,0.3435870876125433,0.014171838346472789,-0.15730503823874217,-1.0086396028447357,0.39936710917991597,0.288179691163415,-1.04666918324239,-0.32495249622764855,831733900.0,-0.24466306773274857,-0.16571980258296243,-0.9276997481407504
219,0.43939534472233666,0.4423077150403292,0.4523853250008265,0.44471717166601943,0.4425700299272666,0.3729816631207097,-0.022433413055517267,-0.19617466332678316,-1.1788173854098116,0.3801462468290045,0.2796052106851199,-1.116798437641347,-0.442590116829853,768686000.0,-0.24864932797940895,-0.36515221206392906,-1.1219430642759778
220,0.4404815683500072,0.44941670808062795,0.4541151360691169,0.45253678054128454,0.45026828004914354,0.332088610047502,-0.05733113264476638,-0.21082472649156758,-1.040975284506966,0.3636213516667422,0.27134508184034617,-1.1396819496144646,-0.41253592383752785,825411400.0,-0.2800735017742984,-0.5645846215448957,-1.3161863804112055
221,0.4362270083068345,0.4484141506482653,0.4550254678977794,0.46426626322492504,0.4618159298066322,0.25243552100170685,-0.09302926667671836,-0.20369680500866197,-0.834702243014571,0.35165695695695565,0.2598883283767892,-1.1132719469663388,-0.25894662721967787,871584100.0,-0.3092530913928421,-0.7640170310258624,-1.510429696546433
